,Year,Lag1,Lag2,Lag3,Lag4,Lag5,Volume,Today,Direction
0,1990,0.816,1.5719999999999998,-3.936,-0.2289999999999999,-3.484,0.154976,-0.27,Down
1,1990,-0.27,0.816,1.5719999999999998,-3.936,-0.2289999999999999,0.148574,-2.576,Down
2,1990,-2.576,-0.27,0.816,1.5719999999999998,-3.936,0.1598375,3.514,Up
3,1990,3.514,-2.576,-0.27,0.816,1.5719999999999998,0.16163,0.7120000000000001,Up
4,1990,0.7120000000000001,3.514,-2.576,-0.27,0.816,0.153728,1.178,Up
5,1990,1.178,0.7120000000000001,3.514,-2.576,-0.27,0.154444,-1.372,Down
6,1990,-1.372,1.178,0.7120000000000001,3.514,-2.576,0.151722,0.807,Up
7,1990,0.807,-1.372,1.178,0.7120000000000001,3.514,0.1323099999999999,0.0409999999999999,Up
8,1990,0.0409999999999999,0.807,-1.372,1.178,0.7120000000000001,0.143972,1.253,Up
9,1990,1.253,0.0409999999999999,0.807,-1.372,1.178,0.133635,-2.678,Down
10,1990,-2.678,1.253,0.0409999999999999,0.807,-1.372,0.149024,-1.793,Down
11,1990,-1.793,-2.678,1.253,0.0409999999999999,0.807,0.13579,2.82,Up
12,1990,2.82,-1.793,-2.678,1.253,0.0409999999999999,0.139898,4.022,Up
13,1990,4.022,2.82,-1.793,-2.678,1.253,0.164342,0.75,Up
14,1990,0.75,4.022,2.82,-1.793,-2.678,0.175648,-0.017,Down
15,1990,-0.017,0.75,4.022,2.82,-1.793,0.16347,2.42,Up
16,1990,2.42,-0.017,0.75,4.022,2.82,0.172625,-1.225,Down
17,1990,-1.225,2.42,-0.017,0.75,4.022,0.168446,1.171,Up
18,1990,1.171,-1.225,2.42,-0.017,0.75,0.155292,-2.061,Down
19,1990,-2.061,1.171,-1.225,2.42,-0.017,0.143392,0.7290000000000001,Up
20,1990,0.7290000000000001,-2.061,1.171,-1.225,2.42,0.1405539999999999,0.1119999999999999,Up
21,1990,0.1119999999999999,0.7290000000000001,-2.061,1.171,-1.225,0.125075,2.48,Up
22,1990,2.48,0.1119999999999999,0.7290000000000001,-2.061,1.171,0.171604,-1.5519999999999998,Down
23,1990,-1.5519999999999998,2.48,0.1119999999999999,0.7290000000000001,-2.061,0.166956,-2.259,Down
24,1990,-2.259,-1.5519999999999998,2.48,0.1119999999999999,0.7290000000000001,0.171718,-2.428,Down
25,1990,-2.428,-2.259,-1.5519999999999998,2.48,0.1119999999999999,0.2098159999999999,-2.708,Down
26,1990,-2.708,-2.428,-2.259,-1.5519999999999998,2.48,0.192706,-2.292,Down
27,1990,-2.292,-2.708,-2.428,-2.259,-1.5519999999999998,0.148252,-4.978,Down
28,1990,-4.978,-2.292,-2.708,-2.428,-2.259,0.189858,3.547,Up
29,1990,3.547,-4.978,-2.292,-2.708,-2.428,0.127884,0.26,Up
30,1990,0.26,3.547,-4.978,-2.292,-2.708,0.1157425,-2.032,Down
31,1990,-2.032,0.26,3.547,-4.978,-2.292,0.123924,-1.739,Down
32,1990,-1.739,-2.032,0.26,3.547,-4.978,0.149082,-1.693,Down
33,1990,-1.693,-1.739,-2.032,0.26,3.547,0.1718559999999999,1.781,Up
34,1990,1.781,-1.693,-1.739,-2.032,0.26,0.16497,-3.682,Down
35,1990,-3.682,1.781,-1.693,-1.739,-2.032,0.156454,4.15,Up
36,1990,4.15,-3.682,1.781,-1.693,-1.739,0.18028,-2.487,Down
37,1990,-2.487,4.15,-3.682,1.781,-1.693,0.143978,2.343,Up
38,1990,2.343,-2.487,4.15,-3.682,1.781,0.154292,0.606,Up
39,1990,0.606,2.343,-2.487,4.15,-3.682,0.148006,1.077,Up
40,1990,1.077,0.606,2.343,-2.487,4.15,0.16355,-0.637,Down
41,1990,-0.637,1.077,0.606,2.343,-2.487,0.1265325,2.26,Up
42,1990,2.26,-0.637,1.077,0.606,2.343,0.151578,1.716,Up
43,1990,1.716,2.26,-0.637,1.077,0.606,0.197994,-0.284,Down
44,1990,-0.284,1.716,2.26,-0.637,1.077,0.155874,1.508,Up
45,1990,1.508,-0.284,1.716,2.26,-0.637,0.1767,-0.913,Down
46,1990,-0.913,1.508,-0.284,1.716,2.26,0.087465,-2.349,Down
47,1991,-2.349,-0.913,1.508,-0.284,1.716,0.13067,-1.798,Down
48,1991,-1.798,-2.349,-0.913,1.508,-0.284,0.142532,5.393,Up
49,1991,5.393,-1.798,-2.349,-0.913,1.508,0.182248,1.156,Up
50,1991,1.156,5.393,-1.798,-2.349,-0.913,0.179894,2.077,Up
51,1991,2.077,1.156,5.393,-1.798,-2.349,0.194998,4.751,Up
52,1991,4.751,2.077,1.156,5.393,-1.798,0.259656,2.702,Up
53,1991,2.702,4.751,2.077,1.156,5.393,0.23814,-0.924,Down
54,1991,-0.924,2.702,4.751,2.077,1.156,0.1937775,1.318,Up
55,1991,1.318,-0.924,2.702,4.751,2.077,0.202784,1.209,Up
56,1991,1.209,1.318,-0.924,2.702,4.751,0.223946,-0.363,Down
57,1991,-0.363,1.209,1.318,-0.924,2.702,0.196752,-1.635,Down
58,1991,-1.635,-0.363,1.209,1.318,-0.924,0.17954,2.106,Up
59,1991,2.106,-1.635,-0.363,1.209,1.318,0.176305,0.037,Up
60,1991,0.037,2.106,-1.635,-0.363,1.209,0.186558,1.3430000000000002,Up
61,1991,1.3430000000000002,0.037,2.106,-1.635,-0.363,0.174328,0.999,Up
62,1991,0.999,1.3430000000000002,0.037,2.106,-1.635,0.207228,-1.348,Down
63,1991,-1.348,0.999,1.3430000000000002,0.037,2.106,0.164108,0.47,Up
64,1991,0.47,-1.348,0.999,1.3430000000000002,0.037,0.176646,-1.329,Down
65,1991,-1.329,0.47,-1.348,0.999,1.3430000000000002,0.158566,-0.892,Down
66,1991,-0.892,-1.329,0.47,-1.348,0.999,0.1718579999999999,1.37,Up
67,1991,1.37,-0.892,-1.329,0.47,-1.348,0.148632,3.269,Up
68,1991,3.269,1.37,-0.892,-1.329,0.47,0.20432,-2.668,Down
69,1991,-2.668,3.269,1.37,-0.892,-1.329,0.175766,0.754,Up
70,1991,0.754,-2.668,3.269,1.37,-0.892,0.153814,-1.188,Down
71,1991,-1.188,0.754,-2.668,3.269,1.37,0.160632,-1.745,Down
72,1991,-1.745,-1.188,0.754,-2.668,3.269,0.1615339999999999,0.787,Up
73,1991,0.787,-1.745,-1.188,0.754,-2.668,0.133815,1.649,Up
74,1991,1.649,0.787,-1.745,-1.188,0.754,0.160228,1.044,Up
75,1991,1.044,1.649,0.787,-1.745,-1.188,0.186366,-0.856,Down
76,1991,-0.856,1.044,1.649,0.787,-1.745,0.1483,1.641,Up
77,1991,1.641,-0.856,1.044,1.649,0.787,0.160944,-0.015,Down
78,1991,-0.015,1.641,-0.856,1.044,1.649,0.156472,-0.3979999999999999,Down
79,1991,-0.3979999999999999,-0.015,1.641,-0.856,1.044,0.16932,2.228,Up
80,1991,2.228,-0.3979999999999999,-0.015,1.641,-0.856,0.201852,0.32,Up
81,1991,0.32,2.228,-0.3979999999999999,-0.015,1.641,0.148544,-1.601,Down
82,1991,-1.601,0.32,2.228,-0.3979999999999999,-0.015,0.160015,-1.416,Down
83,1991,-1.416,-1.601,0.32,2.228,-0.3979999999999999,0.147308,1.129,Up
84,1991,1.129,-1.416,-1.601,0.32,2.228,0.189554,-0.521,Down
85,1991,-0.521,1.129,-1.416,-1.601,0.32,0.157968,-1.205,Down
86,1991,-1.205,-0.521,1.129,-1.416,-1.601,0.163018,0.052,Up
87,1991,0.052,-1.205,-0.521,1.129,-1.416,0.16507,2.897,Up
88,1991,2.897,0.052,-1.205,-0.521,1.129,0.195832,-2.115,Down
89,1991,-2.115,2.897,0.052,-1.205,-0.521,0.176008,1.853,Up
90,1991,1.853,-2.115,2.897,0.052,-1.205,0.18706,0.401,Up
91,1991,0.401,1.853,-2.115,2.897,0.052,0.176786,-2.614,Down
92,1991,-2.614,0.401,1.853,-2.115,2.897,0.190346,-1.694,Down
93,1991,-1.694,-2.614,0.401,1.853,-2.115,0.21239,-0.245,Down
94,1991,-0.245,-1.694,-2.614,0.401,1.853,0.1585575,1.034,Up
95,1991,1.034,-0.245,-1.694,-2.614,0.401,0.185822,1.4169999999999998,Up
96,1991,1.4169999999999998,1.034,-0.245,-1.694,-2.614,0.1925059999999999,0.6679999999999999,Up
97,1991,0.6679999999999999,1.4169999999999998,1.034,-0.245,-1.694,0.214454,5.018,Up
98,1991,5.018,0.6679999999999999,1.4169999999999998,1.034,-0.245,0.17468,3.169,Up
99,1992,3.169,5.018,0.6679999999999999,1.4169999999999998,1.034,0.23113,-1.011,Down
100,1992,-1.011,3.169,5.018,0.6679999999999999,1.4169999999999998,0.264644,0.906,Up
101,1992,0.906,-1.011,3.169,5.018,0.6679999999999999,0.280922,-0.807,Down
102,1992,-0.807,0.906,-1.011,3.169,5.018,0.2152,-1.6130000000000002,Down
103,1992,-1.6130000000000002,-0.807,0.906,-1.011,3.169,0.2101219999999999,0.565,Up
104,1992,0.565,-1.6130000000000002,-0.807,0.906,-1.011,0.2309159999999999,0.3379999999999999,Up
105,1992,0.3379999999999999,0.565,-1.6130000000000002,-0.807,0.906,0.213328,-0.255,Down
106,1992,-0.255,0.3379999999999999,0.565,-1.6130000000000002,-0.807,0.2498925,0.309,Up
107,1992,0.309,-0.255,0.3379999999999999,0.565,-1.6130000000000002,0.209364,-2.001,Down
108,1992,-2.001,0.309,-0.255,0.3379999999999999,0.565,0.195818,0.346,Up
109,1992,0.346,-2.001,0.309,-0.255,0.3379999999999999,0.181638,1.345,Up
110,1992,1.345,0.346,-2.001,0.309,-0.255,0.195688,-1.896,Down
111,1992,-1.896,1.345,0.346,-2.001,0.309,0.176834,-0.483,Down
112,1992,-0.483,-1.896,1.345,0.346,-2.001,0.175334,0.682,Up
113,1992,0.682,-0.483,-1.896,1.345,0.346,0.2130719999999999,2.906,Up
114,1992,2.906,0.682,-0.483,-1.896,1.345,0.2093025,-1.6869999999999998,Down
115,1992,-1.6869999999999998,2.906,0.682,-0.483,-1.896,0.212092,0.858,Up
116,1992,0.858,-1.6869999999999998,2.906,0.682,-0.483,0.193976,0.853,Up
117,1992,0.853,0.858,-1.6869999999999998,2.906,0.682,0.182548,-1.433,Down
118,1992,-1.433,0.853,0.858,-1.6869999999999998,2.906,0.181268,0.958,Up
119,1992,0.958,-1.433,0.853,0.858,-1.6869999999999998,0.173652,0.321,Up
120,1992,0.321,0.958,-1.433,0.853,0.858,0.1948125,-0.45,Down
121,1992,-0.45,0.321,0.958,-1.433,0.853,0.200526,-0.9,Down
122,1992,-0.9,-0.45,0.321,0.958,-1.433,0.18996,-1.486,Down
123,1992,-1.486,-0.9,-0.45,0.321,0.958,0.20906,-0.054,Down
124,1992,-0.054,-1.486,-0.9,-0.45,0.321,0.177964,2.062,Up
125,1992,2.062,-0.054,-1.486,-0.9,-0.45,0.2016825,0.6920000000000001,Up
126,1992,0.6920000000000001,2.062,-0.054,-1.486,-0.9,0.19735,0.241,Up
127,1992,0.241,0.6920000000000001,2.062,-0.054,-1.486,0.190004,-0.967,Down
128,1992,-0.967,0.241,0.6920000000000001,2.062,-0.054,0.173812,3.064,Up
129,1992,3.064,-0.967,0.241,0.6920000000000001,2.062,0.204988,-1.256,Down
130,1992,-1.256,3.064,-0.967,0.241,0.6920000000000001,0.17515,0.246,Up
131,1992,0.246,-1.256,3.064,-0.967,0.241,0.1691099999999999,-1.205,Down
132,1992,-1.205,0.246,-1.256,3.064,-0.967,0.179974,-0.002,Down
133,1992,-0.002,-1.205,0.246,-1.256,3.064,0.174234,0.54,Up
134,1992,0.54,-0.002,-1.205,0.246,-1.256,0.171704,0.599,Up
135,1992,0.599,0.54,-0.002,-1.205,0.246,0.1856975,0.7979999999999999,Up
136,1992,0.7979999999999999,0.599,0.54,-0.002,-1.205,0.223992,-2.029,Down
137,1992,-2.029,0.7979999999999999,0.599,0.54,-0.002,0.190016,-0.936,Down
138,1992,-0.936,-2.029,0.7979999999999999,0.599,0.54,0.181358,-1.903,Down
139,1992,-1.903,-0.936,-2.029,0.7979999999999999,0.599,0.2116739999999999,2.253,Up
140,1992,2.253,-1.903,-0.936,-2.029,0.7979999999999999,0.187746,0.5760000000000001,Up
141,1992,0.5760000000000001,2.253,-1.903,-0.936,-2.029,0.222984,1.106,Up
142,1992,1.106,0.5760000000000001,2.253,-1.903,-0.936,0.200436,-0.263,Down
143,1992,-0.263,1.106,0.5760000000000001,2.253,-1.903,0.2061719999999999,1.161,Up
144,1992,1.161,-0.263,1.106,0.5760000000000001,2.253,0.21669,0.999,Up
145,1992,0.999,1.161,-0.263,1.106,0.5760000000000001,0.211304,0.823,Up
146,1992,0.823,0.999,1.161,-0.263,1.106,0.1869475,0.442,Up
147,1992,0.442,0.823,0.999,1.161,-0.263,0.241844,0.387,Up
148,1992,0.387,0.442,0.823,0.999,1.161,0.217448,1.741,Up
149,1992,1.741,0.387,0.442,0.823,0.999,0.259576,-0.342,Down
150,1992,-0.342,1.741,0.387,0.442,0.823,0.2011224999999999,-0.923,Down
151,1993,-0.923,-0.342,1.741,0.387,0.442,0.1768674999999999,-1.529,Down
152,1993,-1.529,-0.923,-0.342,1.741,0.387,0.261024,1.888,Up
153,1993,1.888,-1.529,-0.923,-0.342,1.741,0.258536,-0.238,Down
154,1993,-0.238,1.888,-1.529,-0.923,-0.342,0.2598,0.612,Up
155,1993,0.612,-0.238,1.888,-1.529,-0.923,0.27681,2.313,Up
156,1993,2.313,0.612,-0.238,1.888,-1.529,0.306278,-0.969,Down
157,1993,-0.969,2.313,0.612,-0.238,1.888,0.241944,-2.33,Down
158,1993,-2.33,-0.969,2.313,0.612,-0.238,0.314235,2.11,Up
159,1993,2.11,-2.33,-0.969,2.313,0.612,0.28888,0.616,Up
160,1993,0.616,2.11,-2.33,-0.969,2.313,0.253458,0.8340000000000001,Up
161,1993,0.8340000000000001,0.616,2.11,-2.33,-0.969,0.26681,0.078,Up
162,1993,0.078,0.8340000000000001,0.616,2.11,-2.33,0.2473719999999999,-0.5329999999999999,Down
163,1993,-0.5329999999999999,0.078,0.8340000000000001,0.616,2.11,0.24368,-1.4269999999999998,Down
164,1993,-1.4269999999999998,-0.5329999999999999,0.078,0.8340000000000001,0.616,0.253642,0.102,Up
165,1993,0.102,-1.4269999999999998,-0.5329999999999999,0.078,0.8340000000000001,0.2935325,1.607,Up
166,1993,1.607,0.102,-1.4269999999999998,-0.5329999999999999,0.078,0.273676,-2.653,Down
167,1993,-2.653,1.607,0.102,-1.4269999999999998,-0.5329999999999999,0.28404,0.723,Up
168,1993,0.723,-2.653,1.607,0.102,-1.4269999999999998,0.26652,0.482,Up
169,1993,0.482,0.723,-2.653,1.607,0.102,0.24931,-0.622,Down
170,1993,-0.622,0.482,0.723,-2.653,1.607,0.251314,1.429,Up
171,1993,1.429,-0.622,0.482,0.723,-2.653,0.280516,0.976,Up
172,1993,0.976,1.429,-0.622,0.482,0.723,0.240588,-0.0289999999999999,Down
173,1993,-0.0289999999999999,0.976,1.429,-0.622,0.482,0.259315,-0.622,Down
174,1993,-0.622,-0.0289999999999999,0.976,1.429,-0.622,0.243188,-0.8,Down
175,1993,-0.8,-0.622,-0.0289999999999999,0.976,1.429,0.250472,0.884,Up
176,1993,0.884,-0.8,-0.622,-0.0289999999999999,0.976,0.247864,-0.3929999999999999,Down
177,1993,-0.3929999999999999,0.884,-0.8,-0.622,-0.0289999999999999,0.262462,0.509,Up
178,1993,0.509,-0.3929999999999999,0.884,-0.8,-0.622,0.251525,-0.527,Down
179,1993,-0.527,0.509,-0.3929999999999999,0.884,-0.8,0.255474,0.303,Up
180,1993,0.303,-0.527,0.509,-0.3929999999999999,0.884,0.248836,0.23,Up
181,1993,0.23,0.303,-0.527,0.509,-0.3929999999999999,0.253618,0.123,Up
182,1993,0.123,0.23,0.303,-0.527,0.509,0.2393199999999999,0.325,Up
183,1993,0.325,0.123,0.23,0.303,-0.527,0.2499,1.337,Up
184,1993,1.337,0.325,0.123,0.23,0.303,0.275606,0.96,Up
185,1993,0.96,1.337,0.325,0.123,0.23,0.2470119999999999,0.174,Up
186,1993,0.174,0.96,1.337,0.325,0.123,0.229816,0.0819999999999999,Up
187,1993,0.0819999999999999,0.174,0.96,1.337,0.325,0.260155,-0.626,Down
188,1993,-0.626,0.0819999999999999,0.174,0.96,1.337,0.2818199999999999,-0.262,Down
189,1993,-0.262,-0.626,0.0819999999999999,0.174,0.96,0.270804,0.7979999999999999,Up
190,1993,0.7979999999999999,-0.262,-0.626,0.0819999999999999,0.174,0.260758,-0.21,Down
191,1993,-0.21,0.7979999999999999,-0.262,-0.626,0.0819999999999999,0.259966,1.996,Up
192,1993,1.996,-0.21,0.7979999999999999,-0.262,-0.626,0.2913199999999999,-1.327,Down
193,1993,-1.327,1.996,-0.21,0.7979999999999999,-0.262,0.306138,0.984,Up
194,1993,0.984,-1.327,1.996,-0.21,0.7979999999999999,0.279292,-1.766,Down
195,1993,-1.766,0.984,-1.327,1.996,-0.21,0.312648,1.266,Up
196,1993,1.266,-1.766,0.984,-1.327,1.996,0.280842,-0.599,Down
197,1993,-0.599,1.266,-1.766,0.984,-1.327,0.297682,0.099,Up
198,1993,0.099,-0.599,1.266,-1.766,0.984,0.2153449999999999,0.395,Up
199,1993,0.395,0.099,-0.599,1.266,-1.766,0.275594,-0.207,Down
200,1993,-0.207,0.395,0.099,-0.599,1.266,0.285142,0.528,Up
201,1993,0.528,-0.207,0.395,0.099,-0.599,0.302354,0.214,Up
202,1993,0.214,0.528,-0.207,0.395,0.099,0.2572375,-0.1989999999999999,Down
203,1994,-0.1989999999999999,0.214,0.528,-0.207,0.395,0.201236,0.74,Up
204,1994,0.74,-0.1989999999999999,0.214,0.528,-0.207,0.33753,1.0659999999999998,Up
205,1994,1.0659999999999998,0.74,-0.1989999999999999,0.214,0.528,0.303712,-0.04,Down
206,1994,-0.04,1.0659999999999998,0.74,-0.1989999999999999,0.214,0.302198,0.838,Up
207,1994,0.838,-0.04,1.0659999999999998,0.74,-0.1989999999999999,0.3174639999999999,-1.857,Down
208,1994,-1.857,0.838,-0.04,1.0659999999999998,0.74,0.334214,0.079,Up
209,1994,0.079,-1.857,0.838,-0.04,1.0659999999999998,0.3080219999999999,-0.53,Down
210,1994,-0.53,0.079,-1.857,0.838,-0.04,0.299734,-0.346,Down
211,1994,-0.346,-0.53,0.079,-1.857,0.838,0.2993575,-0.285,Down
212,1994,-0.285,-0.346,-0.53,0.079,-1.857,0.307582,0.366,Up
213,1994,0.366,-0.285,-0.346,-0.53,0.079,0.313354,0.99,Up
214,1994,0.99,0.366,-0.285,-0.346,-0.53,0.327542,-2.225,Down
215,1994,-2.225,0.99,0.366,-0.285,-0.346,0.2729,-3.216,Down
216,1994,-3.216,-2.225,0.99,0.366,-0.285,0.3467025,0.298,Up
217,1994,0.298,-3.216,-2.225,0.99,0.366,0.31315,-0.206,Down
218,1994,-0.206,0.298,-3.216,-2.225,0.99,0.272776,0.325,Up
219,1994,0.325,-0.206,0.298,-3.216,-2.225,0.327154,0.733,Up
220,1994,0.733,0.325,-0.206,0.298,-3.216,0.2924025,-0.685,Down
221,1994,-0.685,0.733,0.325,-0.206,0.298,0.279988,-0.8220000000000001,Down
222,1994,-0.8220000000000001,-0.685,0.733,0.325,-0.206,0.270154,2.427,Up
223,1994,2.427,-0.8220000000000001,-0.685,0.733,0.325,0.296502,0.53,Up
224,1994,0.53,2.427,-0.8220000000000001,-0.685,0.733,0.2452099999999999,0.612,Up
225,1994,0.612,0.53,2.427,-0.8220000000000001,-0.685,0.2599324999999999,-0.317,Down
226,1994,-0.317,0.612,0.53,2.427,-0.8220000000000001,0.245022,-0.048,Down
227,1994,-0.048,-0.317,0.612,0.53,2.427,0.286354,-3.414,Down
228,1994,-3.414,-0.048,-0.317,0.612,0.53,0.25942,0.768,Up
229,1994,0.768,-3.414,-0.048,-0.317,0.612,0.254938,0.7509999999999999,Up
230,1994,0.7509999999999999,0.768,-3.414,-0.048,-0.317,0.231975,1.025,Up
231,1994,1.025,0.7509999999999999,0.768,-3.414,-0.048,0.26785,-0.231,Down
232,1994,-0.231,1.025,0.7509999999999999,0.768,-3.414,0.26011,1.137,Up
233,1994,1.137,-0.231,1.025,0.7509999999999999,0.768,0.2426739999999999,-0.255,Down
234,1994,-0.255,1.137,-0.231,1.025,0.7509999999999999,0.271236,1.061,Up
235,1994,1.061,-0.255,1.137,-0.231,1.025,0.256258,0.377,Up
236,1994,0.377,1.061,-0.255,1.137,-0.231,0.280612,2.1830000000000003,Up
237,1994,2.1830000000000003,0.377,1.061,-0.255,1.137,0.288594,-0.593,Down
238,1994,-0.593,2.1830000000000003,0.377,1.061,-0.255,0.282846,-0.597,Down
239,1994,-0.597,-0.593,2.1830000000000003,0.377,1.061,0.2695925,0.643,Up
240,1994,0.643,-0.597,-0.593,2.1830000000000003,0.377,0.30564,-2.445,Down
241,1994,-2.445,0.643,-0.597,-0.593,2.1830000000000003,0.312052,0.6609999999999999,Up
242,1994,0.6609999999999999,-2.445,0.643,-0.597,-0.593,0.297412,-1.645,Down
243,1994,-1.645,0.6609999999999999,-2.445,0.643,-0.597,0.302254,3.076,Up
244,1994,3.076,-1.645,0.6609999999999999,-2.445,0.643,0.285574,-0.897,Down
245,1994,-0.897,3.076,-1.645,0.6609999999999999,-2.445,0.292404,1.91,Up
246,1994,1.91,-0.897,3.076,-1.645,0.6609999999999999,0.328144,-2.425,Down
247,1994,-2.425,1.91,-0.897,3.076,-1.645,0.3029699999999999,0.015,Up
248,1994,0.015,-2.425,1.91,-0.897,3.076,0.277076,-0.19,Down
249,1994,-0.19,0.015,-2.425,1.91,-0.897,0.314746,-1.989,Down
250,1994,-1.989,-0.19,0.015,-2.425,1.91,0.3073375,0.223,Up
251,1994,0.223,-1.989,-0.19,0.015,-2.425,0.284284,-1.399,Down
252,1994,-1.399,0.223,-1.989,-0.19,0.015,0.307928,2.649,Up
253,1994,2.649,-1.399,0.223,-1.989,-0.19,0.352498,0.2239999999999999,Up
254,1994,0.2239999999999999,2.649,-1.399,0.223,-1.989,0.302876,-0.122,Down
255,1995,-0.122,0.2239999999999999,2.649,-1.399,0.223,0.2410875,0.307,Up
256,1995,0.307,-0.122,0.2239999999999999,2.649,-1.399,0.29977,1.148,Up
257,1995,1.148,0.307,-0.122,0.2239999999999999,2.649,0.325466,-0.255,Down
258,1995,-0.255,1.148,0.307,-0.122,0.2239999999999999,0.33348,1.207,Up
259,1995,1.207,-0.255,1.148,0.307,-0.122,0.3256219999999999,1.756,Up
260,1995,1.756,1.207,-0.255,1.148,0.307,0.377712,0.5870000000000001,Up
261,1995,0.5870000000000001,1.756,1.207,-0.255,1.148,0.315984,0.106,Up
262,1995,0.106,0.5870000000000001,1.756,1.207,-0.255,0.328798,1.274,Up
263,1995,1.274,0.106,0.5870000000000001,1.756,1.207,0.33619,-0.551,Down
264,1995,-0.551,1.274,0.106,0.5870000000000001,1.756,0.325296,0.855,Up
265,1995,0.855,-0.551,1.274,0.106,0.5870000000000001,0.341292,1.215,Up
266,1995,1.215,0.855,-0.551,1.274,0.106,0.337006,1.1,Up
267,1995,1.1,1.215,0.855,-0.551,1.274,0.3317739999999999,-0.052,Down
268,1995,-0.052,1.1,1.215,0.855,-0.551,0.3437139999999999,1.14,Up
269,1995,1.14,-0.052,1.1,1.215,0.855,0.31548,0.555,Up
270,1995,0.555,1.14,-0.052,1.1,1.215,0.300275,-0.145,Down
271,1995,-0.145,0.555,1.14,-0.052,1.1,0.365672,1.223,Up
